Words,Translation,All_mean_valence,All_std_valence,All_N_valence,All_mean_arousal,All_std_arousal,All_N_arousal,All_mean_power,All_std_power,All_N_power,All_mean_age_of_acquisition,All_std_age_of_acquisition,All_N_age_of_acquisition,Men_mean_valence,Men_std_valence,Men_N_valence,Men_mean_arousal,Men_std_arousal,Men_N_arousal,Men_mean_power,Men_std_power,Men_N_power,Men_mean_age_of_acquisition,Men_std_age_of_acquisition,Men_N_age_of_acquisition,Women_mean_valence,Women_std_valence,Women_N_valence,Women_mean_arousal,Women_std_arousal,Women_N_arousal,Women_mean_power,Women_std_power,Women_N_power,Women_mean_age_of_acquisition,Women_std_age_of_acquisition,Women_N_age_of_acquisition,Freq(Log10),Freq (1E6),Length,N (%),Grammatical category
gewapend,armed,2.36,0.93,64,5.53,1.14,64,5.56,1.21,64,7.42,2.05,32,2.63,1.04,32,5.63,1.13,32,5.34,1.38,32,7.63,2.47,16,2.09,0.73,32,5.44,1.16,32,5.78,0.97,32,7.56,2.06,16,1.18,15.30,8,0.0,A
geweer,rifle,2.47,1.02,64,5.20,1.27,64,5.64,1.19,64,5.90,1.45,32,2.81,1.00,32,5.16,1.22,32,5.50,1.16,32,5.81,2.07,16,2.13,0.94,32,5.25,1.34,32,5.78,1.21,32,6.38,1.45,16,1.74,55.39,6,0.0,N
gewelddadig,violent,1.92,0.74,64,6.19,0.85,64,5.42,1.43,64,7.97,2.15,32,2.13,0.75,32,6.22,0.91,32,5.38,1.39,32,7.44,2.56,16,1.72,0.68,32,6.16,0.81,32,5.47,1.50,32,8.75,1.69,16,0.97,9.24,11,0.0,A
geweten,conscience,4.63,1.18,64,3.94,1.07,64,4.95,1.43,64,8.19,2.75,32,4.94,0.98,32,3.81,1.00,32,4.91,1.57,32,8.00,3.31,16,4.31,1.28,32,4.06,1.13,32,5.00,1.30,32,8.75,2.46,16,1.70,49.92,7,0.0,N
gewichtheffer,weightlifter,4.16,0.76,64,5.53,1.18,64,5.47,1.19,64,7.68,2.80,32,4.19,0.78,32,5.59,0.91,32,5.19,1.31,32,8.06,2.93,16,4.13,0.75,32,5.47,1.41,32,5.75,1.02,32,7.63,2.96,16,-0.69,0.21,13,0.0,N
gewichtig,weighty,4.10,1.05,62,3.94,1.14,64,4.76,0.92,62,10.32,2.55,32,3.77,0.99,31,4.09,1.06,32,4.53,0.97,30,10.06,3.19,16,4.42,1.03,31,3.78,1.21,32,4.97,0.82,32,10.81,1.83,16,-0.10,0.80,9,1.8,A
gewillig,willing,4.36,1.10,64,3.69,1.25,64,3.05,1.41,64,9.52,2.97,32,4.41,1.07,32,3.75,1.27,32,2.97,1.43,32,9.75,3.61,16,4.31,1.15,32,3.63,1.24,32,3.13,1.41,32,9.63,2.55,16,0.07,1.17,8,0.0,A
gewoon,just,4.14,0.73,64,3.44,1.07,64,3.61,1.24,64,5.29,1.92,32,3.97,0.65,32,3.56,1.01,32,3.38,1.48,32,5.38,2.58,16,4.31,0.78,32,3.31,1.12,32,3.84,0.92,32,5.56,1.67,16,3.00,1007.99,6,0.0,A
gezag,authority,3.94,1.10,64,4.64,1.15,64,5.77,1.00,64,8.16,2.71,32,4.00,1.08,32,4.34,1.18,32,5.53,1.19,32,7.25,3.15,16,3.88,1.13,32,4.94,1.05,32,6.00,0.72,32,9.38,1.96,16,1.07,11.66,5,0.0,N
gezellig,cozy,6.08,0.88,64,4.39,1.28,64,4.59,1.23,64,6.16,2.35,32,5.78,0.97,32,4.34,1.31,32,4.31,1.28,32,6.63,3.50,16,6.38,0.66,32,4.44,1.27,32,4.88,1.13,32,6.13,1.31,16,1.40,25.29,8,0.0,A
gezicht,face,4.77,0.89,64,3.78,1.19,64,4.34,1.00,64,4.90,1.83,32,4.69,0.82,32,3.88,1.24,32,4.34,1.26,32,5.56,2.31,16,4.84,0.95,32,3.69,1.15,32,4.34,0.65,32,4.69,2.06,16,2.26,183.63,7,0.0,N
gezond,healthy,6.28,0.83,64,4.48,1.26,64,5.22,1.30,64,5.97,1.74,32,6.00,0.80,32,4.56,1.29,32,4.66,1.21,32,6.19,2.51,16,6.56,0.76,32,4.41,1.24,32,5.78,1.16,32,6.19,1.72,16,1.50,31.83,6,0.0,A
gezondheid,health,5.69,0.97,64,4.14,1.25,64,5.03,1.22,64,7.00,2.58,32,5.38,0.79,32,4.19,1.40,32,4.81,1.26,32,7.13,3.58,16,6.00,1.05,32,4.09,1.09,32,5.25,1.16,32,7.25,1.69,16,1.40,25.22,10,0.0,N
gezwel,tumor,1.80,0.78,64,4.11,1.52,64,4.42,1.65,64,8.94,2.67,32,1.91,0.69,32,4.13,1.50,32,4.44,1.68,32,8.44,3.24,16,1.69,0.86,32,4.09,1.57,32,4.41,1.64,32,9.81,2.26,16,0.14,1.39,6,0.0,N
gids,guide,4.55,0.73,64,4.16,1.09,64,4.48,1.15,64,7.13,2.16,32,4.53,0.72,32,4.25,0.92,32,4.31,1.23,32,7.13,2.42,16,4.56,0.76,32,4.06,1.24,32,4.66,1.07,32,7.44,2.22,16,1.06,11.39,4,0.0,N
gidsen,to guide,4.66,0.62,64,4.80,1.03,64,4.34,1.01,64,7.84,2.49,32,4.66,0.55,32,4.69,1.03,32,4.16,1.17,32,7.38,2.90,16,4.66,0.70,32,4.91,1.03,32,4.53,0.80,32,8.63,2.22,16,0.04,1.10,6,0.0,V
gier,vulture,3.14,0.87,64,4.27,1.25,64,4.30,1.28,63,7.48,2.43,32,3.16,0.85,32,4.19,1.23,32,4.22,1.31,32,7.50,3.08,16,3.13,0.91,32,4.34,1.29,32,4.39,1.26,31,7.88,2.25,16,0.00,1.01,4,0.4,N
gieren,to screech,4.02,1.29,64,5.17,1.16,64,4.52,1.02,64,7.87,2.28,32,4.16,1.17,32,5.00,1.30,32,4.63,0.94,32,7.63,2.78,16,3.88,1.41,32,5.34,1.00,32,4.41,1.10,32,8.38,1.86,16,0.42,2.61,6,0.0,V
gierig,stingy,2.27,0.78,64,3.92,1.27,63,3.50,1.57,64,8.03,2.30,32,2.25,0.84,32,3.94,1.41,31,3.59,1.48,32,8.13,2.28,16,2.28,0.73,32,3.91,1.15,32,3.41,1.68,32,8.19,2.54,16,0.28,1.92,6,0.4,A
gieten,to pour,3.97,0.62,64,4.48,1.10,64,3.98,1.06,64,5.58,2.13,32,4.00,0.44,32,4.34,1.23,32,3.88,1.24,32,6.50,2.50,16,3.94,0.76,32,4.63,0.94,32,4.09,0.86,32,5.13,2.31,16,0.29,1.94,6,0.0,V
gif,poison,2.09,0.83,64,4.60,1.51,63,5.38,1.35,64,6.52,2.13,32,2.06,0.80,32,4.71,1.35,31,5.28,1.49,32,7.06,2.24,16,2.13,0.87,32,4.50,1.67,32,5.47,1.22,32,6.25,2.24,16,1.13,13.56,3,0.4,N
gift,gift,5.27,0.93,64,4.11,1.30,63,4.22,1.12,64,8.23,2.68,32,5.22,0.83,32,4.28,1.28,32,4.09,1.25,32,8.81,3.06,16,5.31,1.03,32,3.94,1.31,31,4.34,0.97,32,7.94,2.46,16,0.69,4.92,4,0.4,N
gijzelaar,hostage,1.75,0.82,64,4.72,1.62,64,4.11,1.95,64,8.94,2.53,32,2.06,0.80,32,4.84,1.63,32,4.03,1.96,32,8.38,2.47,16,1.44,0.72,32,4.59,1.62,32,4.19,1.97,32,9.69,2.52,16,0.84,6.88,9,0.0,N
gil,scream,2.80,0.72,64,5.66,1.04,64,4.76,1.47,63,5.52,2.77,32,2.69,0.69,32,5.41,1.01,32,4.52,1.61,31,5.94,3.34,16,2.91,0.73,32,5.91,1.03,32,5.00,1.30,32,5.56,2.78,16,1.00,9.99,3,0.4,N
gillen,to scream,2.77,0.73,64,5.92,1.01,64,4.36,1.56,64,5.61,2.09,32,2.88,0.71,32,5.78,1.10,32,4.13,1.64,32,6.44,2.56,16,2.66,0.75,32,6.06,0.91,32,4.59,1.46,32,5.13,1.78,16,1.05,11.11,6,0.0,V
gin,gin,4.13,1.09,62,3.95,1.32,62,4.45,1.24,55,11.66,3.13,30,4.23,1.15,31,4.10,1.30,31,4.31,1.35,26,10.53,3.66,15,4.03,1.05,31,3.81,1.35,31,4.59,1.15,29,12.93,1.87,15,0.82,6.54,3,6.7,N
gips,gypsum,3.08,0.88,64,2.84,1.13,64,4.28,1.27,64,6.48,1.81,32,3.19,0.78,32,3.13,1.07,32,3.91,1.35,32,7.00,2.16,16,2.97,0.97,32,2.56,1.13,32,4.66,1.07,32,6.25,1.69,16,0.37,2.36,4,0.0,N
giraf,giraffe,4.75,0.87,64,3.88,1.39,64,4.20,1.18,64,4.65,1.74,32,4.59,0.80,32,3.81,1.12,32,4.03,1.31,32,5.50,2.19,16,4.91,0.93,32,3.94,1.63,32,4.38,1.04,32,4.13,1.45,16,-0.15,0.71,5,0.0,N
gissen,to guess,3.48,0.62,64,4.30,1.12,64,3.44,0.97,64,9.10,3.17,32,3.44,0.67,32,4.06,1.22,32,3.41,0.95,32,8.63,3.26,16,3.53,0.57,32,4.53,0.98,32,3.47,1.02,32,9.81,3.10,16,0.15,1.42,6,0.0,V
gist,yeast,3.97,0.62,64,3.53,1.18,64,3.95,1.21,64,8.68,2.24,32,3.94,0.62,32,3.75,1.11,32,3.91,1.15,32,8.31,2.98,16,4.00,0.62,32,3.31,1.23,32,4.00,1.30,32,9.44,1.75,16,-0.21,0.62,4,0.0,N
gisten,to ferment,3.89,0.74,64,3.77,1.08,64,3.92,1.20,63,8.68,2.91,32,3.88,0.75,32,3.88,1.13,32,3.63,1.07,32,8.56,2.90,16,3.91,0.73,32,3.66,1.04,32,4.23,1.26,31,9.06,3.11,16,-0.74,0.18,6,0.4,V
gitaar,guitar,5.22,1.02,63,4.25,1.41,64,4.28,1.02,64,5.58,1.67,32,5.34,1.07,32,4.72,1.25,32,4.19,1.20,32,6.19,2.26,16,5.10,0.98,31,3.78,1.43,32,4.38,0.79,32,5.31,1.40,16,1.06,11.46,6,0.0,N
glad,smooth,4.03,0.99,64,3.83,1.29,64,3.61,1.18,64,5.32,1.64,32,4.09,0.96,32,4.25,0.95,32,3.47,1.11,32,5.81,2.46,16,3.97,1.03,32,3.41,1.46,32,3.75,1.24,32,5.25,1.44,16,0.90,8.00,4,0.0,A
glans,shine,5.31,0.71,64,3.95,1.34,64,4.47,0.96,64,6.94,2.14,32,5.06,0.67,32,4.16,1.22,32,4.31,1.09,32,7.63,2.68,16,5.56,0.67,32,3.75,1.44,32,4.63,0.79,32,6.63,1.96,16,0.29,1.97,5,0.0,N
glanzen,to shine,5.22,0.70,64,4.14,1.19,64,4.48,0.93,64,6.97,2.33,32,5.06,0.72,32,4.19,1.09,32,4.19,1.12,32,7.69,2.47,16,5.38,0.66,32,4.09,1.30,32,4.78,0.55,32,6.63,2.55,16,-0.26,0.55,7,0.0,V
glas,glass,4.17,0.75,64,3.39,1.18,64,4.14,1.25,64,4.39,1.28,32,4.13,0.66,32,3.53,1.08,32,3.97,1.38,32,4.44,2.10,16,4.22,0.83,32,3.25,1.27,32,4.31,1.09,32,4.75,1.29,16,1.76,57.15,4,0.0,N
gletsjer,glacier,4.39,1.11,64,3.72,1.42,64,5.23,1.16,64,8.87,2.86,32,4.56,1.05,32,3.91,1.40,32,5.13,1.18,32,8.69,3.14,16,4.22,1.16,32,3.53,1.44,32,5.34,1.15,32,9.38,2.83,16,0.16,1.44,8,0.0,N
gleuf,slot,3.81,0.64,64,3.39,1.15,64,3.51,0.90,63,7.48,2.46,32,3.94,0.72,32,3.69,1.03,32,3.47,0.92,32,8.13,3.07,16,3.69,0.54,32,3.09,1.20,32,3.55,0.89,31,7.25,2.24,16,-0.10,0.80,5,0.4,N
glijden,to slide,4.30,0.85,64,4.43,1.16,63,3.72,0.97,64,5.68,1.70,32,4.41,0.91,32,4.65,1.05,31,3.47,0.88,32,6.44,2.25,16,4.19,0.78,32,4.22,1.24,32,3.97,1.00,32,5.38,1.89,16,0.59,3.89,7,0.4,V
glimlach,smile,6.06,0.81,64,4.52,1.15,64,4.78,1.13,64,5.58,1.84,32,5.84,0.88,32,4.41,1.16,32,4.50,1.11,32,6.00,2.71,16,6.28,0.68,32,4.63,1.16,32,5.06,1.11,32,5.63,1.71,16,1.16,14.43,8,0.0,N
glimp,glimpse,4.65,0.68,63,3.70,1.19,64,3.78,1.12,64,7.97,2.44,31,4.48,0.72,31,3.81,1.18,32,3.78,1.01,32,7.81,3.08,16,4.81,0.59,32,3.59,1.21,32,3.78,1.24,32,8.53,2.10,15,0.40,2.54,5,0.9,N
glippen,to slip,3.47,0.67,64,4.67,0.88,63,3.35,1.09,63,7.65,2.39,32,3.59,0.67,32,4.65,0.88,31,3.41,1.24,32,7.63,2.58,16,3.34,0.65,32,4.69,0.90,32,3.29,0.94,31,7.94,2.43,16,0.50,3.13,7,0.9,V
globaal,overall,4.41,0.73,64,3.70,1.00,64,4.31,1.05,64,10.29,2.71,32,4.44,0.76,32,3.84,0.81,32,4.25,1.14,32,9.69,3.14,16,4.38,0.71,32,3.56,1.16,32,4.38,0.98,32,11.06,2.08,16,-0.23,0.59,7,0.0,A
gloed,glow,4.77,0.81,64,3.92,1.16,64,4.35,1.23,62,7.84,2.81,32,4.72,0.85,32,4.03,1.03,32,4.34,1.18,32,7.81,2.99,16,4.81,0.78,32,3.81,1.28,32,4.37,1.30,30,8.13,2.80,16,0.32,2.08,5,0.9,N
gloednieuw,brand new,5.67,0.80,64,4.28,1.58,64,4.86,1.15,64,7.74,2.25,32,5.50,0.80,32,4.59,1.41,32,4.50,1.27,32,8.06,3.04,16,5.84,0.77,32,3.97,1.69,32,5.22,0.91,32,7.81,1.83,16,0.38,2.38,10,0.0,A
gloeien,to glow,4.22,1.11,64,4.58,0.94,64,4.58,0.94,64,7.16,2.16,32,4.09,1.09,32,4.56,0.80,32,4.56,0.91,32,6.94,2.72,16,4.34,1.12,32,4.59,1.07,32,4.59,0.98,32,7.75,1.95,16,0.11,1.28,7,0.0,V
glunderen,to beam,5.79,0.88,63,5.13,0.92,63,4.79,1.28,62,8.35,2.44,32,5.52,1.00,31,5.13,0.83,32,4.57,1.30,30,8.31,2.41,16,6.06,0.67,32,5.13,1.02,31,5.00,1.24,32,8.75,2.84,16,-1.04,0.09,9,1.8,V
gluren,to peep,2.95,0.84,64,4.53,1.08,64,3.50,1.26,64,7.06,2.11,32,2.94,0.84,32,4.44,1.08,32,3.75,1.24,32,7.25,2.41,16,2.97,0.86,32,4.63,1.10,32,3.25,1.24,32,7.19,2.17,16,0.67,4.64,6,0.0,V
goal,goal,5.39,0.88,64,5.59,1.19,64,5.17,1.20,64,5.68,1.58,32,5.47,0.88,32,5.50,1.24,32,4.75,1.32,32,5.88,2.47,16,5.31,0.90,32,5.69,1.15,32,5.59,0.91,32,5.94,1.53,16,0.51,3.20,4,0.0,N
god,god,4.03,1.26,64,3.08,1.52,64,5.53,1.56,64,5.03,1.49,32,3.81,1.09,32,2.94,1.61,32,5.41,1.72,32,5.50,2.07,16,4.25,1.39,32,3.22,1.43,32,5.66,1.41,32,4.88,1.26,16,2.75,561.34,3,0.0,N
godsdienst,religion,3.84,1.12,64,3.17,1.29,64,4.22,1.68,64,6.84,1.95,32,3.69,1.00,32,3.19,1.18,32,3.81,1.77,32,6.44,2.37,16,4.00,1.22,32,3.16,1.42,32,4.63,1.50,32,7.63,1.93,16,0.60,4.02,10,0.0,N
godsdienstig,religious,3.69,1.19,64,3.30,1.22,64,4.05,1.41,64,7.81,2.02,32,3.41,1.13,32,3.34,1.21,32,3.88,1.45,32,7.88,2.58,16,3.97,1.20,32,3.25,1.24,32,4.22,1.36,32,8.19,2.20,16,-0.14,0.73,12,0.0,A
goed,well,5.84,0.98,64,4.23,1.03,64,4.83,1.08,64,3.71,1.72,32,5.63,1.01,32,4.25,1.02,32,4.50,1.11,32,3.94,2.52,16,6.06,0.91,32,4.22,1.07,32,5.16,0.95,32,3.88,1.45,16,3.54,3488.11,4,0.0,A
goedaardig,benign,5.78,0.92,64,3.92,1.31,64,4.50,1.21,64,8.26,2.63,32,5.66,0.97,32,3.94,1.37,32,4.09,0.96,32,8.56,3.29,16,5.91,0.86,32,3.91,1.28,32,4.91,1.30,32,8.31,2.27,16,-0.28,0.53,10,0.0,A
goedgehumeurd,merry,6.03,0.89,64,5.09,0.99,64,4.97,1.10,64,8.84,2.79,32,5.78,1.04,32,4.94,1.11,32,4.56,1.19,32,8.81,3.58,16,6.28,0.63,32,5.25,0.84,32,5.38,0.83,32,9.19,2.10,16,-0.56,0.27,13,0.0,A
goedgelovig,credulous,3.39,1.14,64,3.36,1.23,64,3.00,1.26,64,8.74,2.79,32,3.38,1.16,32,3.44,1.32,32,3.00,1.32,32,7.69,2.98,16,3.41,1.13,32,3.28,1.14,32,3.00,1.22,32,10.13,2.31,16,-0.04,0.91,11,0.0,A
goedkoop,cheap,4.95,1.17,64,3.64,1.07,64,3.34,1.22,64,6.32,1.80,32,4.75,1.22,32,3.84,1.02,32,3.38,1.21,32,6.50,2.66,16,5.16,1.11,32,3.44,1.11,32,3.31,1.26,32,6.50,1.21,16,1.21,16.12,8,0.0,A
goedmaken,to make up,5.61,0.83,64,4.81,1.01,64,4.58,1.29,64,6.39,2.46,32,5.44,0.88,32,4.84,1.08,32,4.31,1.15,32,6.94,2.95,16,5.78,0.75,32,4.78,0.94,32,4.84,1.39,32,6.19,2.26,16,1.09,12.28,9,0.0,V
goeroe,guru,3.75,1.15,64,3.87,1.37,63,4.63,1.26,60,11.74,3.02,32,4.00,1.19,32,3.66,1.33,32,4.75,1.27,32,11.06,3.47,16,3.50,1.08,32,4.10,1.40,31,4.50,1.26,28,12.63,2.36,16,0.18,1.51,6,2.2,N
gok,gamble,3.58,0.83,64,4.34,1.31,64,3.80,1.30,64,7.16,1.93,32,3.59,0.98,32,4.63,1.10,32,4.06,1.22,32,7.06,2.46,16,3.56,0.67,32,4.06,1.46,32,3.53,1.34,32,7.56,1.67,16,1.21,16.21,3,0.0,N
gokken,to gamble,3.11,0.88,64,5.03,1.11,64,3.70,1.45,64,7.74,2.18,32,3.16,0.88,32,4.94,1.08,32,4.00,1.32,32,7.44,2.50,16,3.06,0.88,32,5.13,1.16,32,3.41,1.54,32,8.31,1.99,16,1.17,14.96,6,0.0,V
golf,wave,4.42,0.79,64,4.52,1.28,64,4.42,1.17,64,6.19,2.18,32,4.47,0.80,32,4.47,1.24,32,4.38,1.16,32,6.31,2.73,16,4.38,0.79,32,4.56,1.34,32,4.47,1.19,32,6.44,2.06,16,1.24,17.54,4,0.0,N
golven,to wave,4.69,0.89,64,4.89,1.25,63,4.72,1.21,64,5.87,1.98,32,4.66,0.90,32,4.71,1.22,31,4.47,1.39,32,6.19,2.86,16,4.72,0.89,32,5.06,1.27,32,4.97,0.97,32,5.94,1.44,16,0.96,9.15,6,0.4,V
gondel,gondola,4.73,0.85,63,3.61,1.22,64,3.67,1.08,58,9.39,3.30,29,4.69,0.86,32,3.66,1.12,32,3.38,1.08,29,8.93,3.17,14,4.77,0.84,31,3.56,1.32,32,3.97,1.02,29,10.00,3.40,15,0.08,1.21,6,4.5,N
gong,gong,4.16,0.65,63,3.95,1.47,60,4.87,1.11,60,8.64,2.91,29,4.25,0.57,32,4.16,1.39,32,4.60,1.35,30,8.81,3.43,16,4.06,0.73,31,3.71,1.54,28,5.13,0.73,30,8.85,2.58,13,-0.32,0.48,4,5.4,N
gonzen,to buzz,3.55,0.85,60,4.62,1.09,60,4.46,0.95,57,9.48,3.18,28,3.43,0.77,30,4.47,0.94,30,4.33,1.04,27,10.07,3.79,15,3.67,0.92,30,4.77,1.22,30,4.57,0.86,30,9.08,2.36,13,-1.16,0.07,6,8.5,V
gooi,throw,4.02,0.65,64,4.70,1.06,63,4.18,1.00,62,5.35,1.70,32,4.09,0.64,32,4.68,0.94,31,3.90,1.08,31,5.88,2.42,16,3.94,0.67,32,4.72,1.17,32,4.45,0.85,31,5.25,1.61,16,1.87,73.63,4,1.3,N
gooien,to throw,3.92,0.65,64,5.28,0.72,64,4.33,0.86,64,4.48,1.55,32,3.97,0.69,32,5.22,0.83,32,4.22,0.97,32,4.69,2.33,16,3.88,0.61,32,5.34,0.60,32,4.44,0.72,32,4.75,1.73,16,1.70,49.62,6,0.0,V
goor,filthy,2.06,0.77,64,3.97,1.40,64,4.19,1.45,64,8.84,2.83,32,2.16,0.72,32,4.28,1.35,32,4.22,1.50,32,8.75,3.34,16,1.97,0.82,32,3.66,1.41,32,4.16,1.42,32,9.13,2.33,16,0.46,2.90,4,0.0,A
goot,gutter,3.17,0.79,64,3.17,1.15,64,3.34,1.06,64,6.84,2.25,32,3.19,0.82,32,3.38,1.13,32,3.16,0.92,32,6.94,2.72,16,3.16,0.77,32,2.97,1.15,32,3.53,1.16,32,7.06,2.11,16,0.78,6.06,4,0.0,N
gordel,belt,4.47,0.89,64,3.48,1.20,64,4.39,1.06,64,5.84,2.46,32,4.56,0.80,32,3.59,1.10,32,4.16,1.30,32,6.19,2.61,16,4.38,0.98,32,3.38,1.29,32,4.63,0.71,32,5.88,2.78,16,0.98,9.49,6,0.0,N
gordijn,curtain,4.19,0.53,64,2.88,1.09,64,3.81,0.94,64,5.26,1.57,32,4.09,0.47,32,3.13,0.91,32,3.69,1.09,32,5.88,2.73,16,4.28,0.58,32,2.63,1.21,32,3.94,0.76,32,5.13,1.02,16,0.65,4.46,7,0.0,N
goud,gold,5.64,0.90,64,3.77,1.48,64,5.17,1.33,64,5.90,1.64,32,5.50,0.88,32,4.19,1.23,32,4.88,1.41,32,6.25,2.18,16,5.78,0.91,32,3.34,1.60,32,5.47,1.19,32,5.94,1.73,16,1.79,61.99,4,0.0,N
goudstuk,gold coin,5.50,0.98,64,3.73,1.51,64,5.00,1.21,64,6.55,2.23,32,5.44,0.88,32,4.09,1.53,32,4.84,1.30,32,6.81,3.08,16,5.56,1.08,32,3.38,1.43,32,5.16,1.11,32,6.69,1.78,16,-0.24,0.57,8,0.0,N
graad,degree,4.20,0.65,64,3.55,1.17,64,4.23,0.92,64,7.81,2.26,32,4.25,0.72,32,3.63,0.87,32,4.13,1.01,32,7.94,2.74,16,4.16,0.57,32,3.47,1.41,32,4.34,0.83,32,8.00,2.10,16,0.60,4.02,5,0.0,N
graaf,count,4.08,0.93,64,3.91,1.16,64,5.02,1.16,64,7.52,2.58,32,4.00,0.76,32,4.09,1.03,32,4.72,1.14,32,7.06,2.98,16,4.16,1.08,32,3.72,1.28,32,5.31,1.12,32,8.31,2.36,16,1.29,19.55,5,0.0,N
graag,gladly,5.58,0.83,64,4.33,1.24,64,4.45,1.13,64,4.65,1.62,32,5.56,0.84,32,4.31,1.23,32,4.19,1.18,32,4.88,2.25,16,5.59,0.84,32,4.34,1.26,32,4.72,1.02,32,4.75,1.44,16,2.77,583.73,5,0.0,A
graal,Grail,4.45,0.91,56,3.52,1.33,50,4.44,1.11,54,11.41,3.31,30,4.53,0.88,32,3.93,1.14,27,4.38,1.37,29,10.06,3.43,16,4.33,0.96,24,3.04,1.40,23,4.52,0.71,25,13.21,2.29,14,0.70,5.03,5,15.2,N
graan,grain,4.36,0.82,64,3.16,1.07,64,3.50,1.17,64,6.58,2.36,32,4.16,0.88,32,3.31,0.93,32,3.28,1.30,32,6.06,2.64,16,4.56,0.72,32,3.00,1.19,32,3.72,0.99,32,7.50,2.39,16,0.64,4.41,5,0.0,N
graat,fish bone,3.22,0.72,64,3.25,1.17,64,3.74,1.14,62,7.00,1.98,32,3.19,0.74,32,3.56,1.11,32,3.68,1.22,31,7.13,2.63,16,3.25,0.72,32,2.94,1.16,32,3.81,1.08,31,7.25,1.81,16,-0.36,0.43,5,0.9,N
gracht,canal,3.86,0.94,64,3.33,1.01,64,4.06,0.94,64,6.29,2.00,32,4.06,0.84,32,3.44,0.88,32,3.94,1.01,32,5.88,2.31,16,3.66,1.00,32,3.22,1.13,32,4.19,0.86,32,7.06,2.02,16,0.13,1.35,6,0.0,N
graf,grave,2.13,0.92,64,2.03,1.27,64,4.06,1.52,64,6.10,2.10,32,2.22,0.97,32,1.91,1.20,32,4.47,1.32,32,6.63,2.70,16,2.03,0.86,32,2.16,1.35,32,3.66,1.62,32,5.94,1.88,16,1.54,34.53,4,0.0,N
gram,gram,3.94,0.39,64,3.36,1.23,64,2.81,1.23,64,7.48,2.00,32,4.03,0.40,32,3.66,1.15,32,2.69,1.12,32,7.06,2.62,16,3.84,0.37,32,3.06,1.24,32,2.94,1.34,32,8.31,1.74,16,0.79,6.20,4,0.0,N
granaat,grenade,2.11,1.03,64,5.84,1.22,64,5.77,1.16,64,7.48,2.05,32,2.28,1.08,32,6.06,0.84,32,5.53,1.29,32,7.06,2.67,16,1.94,0.95,32,5.63,1.50,32,6.00,0.98,32,8.25,1.57,16,0.74,5.53,7,0.0,N
grap,joke,5.58,0.87,64,4.66,1.09,64,4.28,0.95,64,5.20,1.56,31,5.56,0.80,32,4.56,0.95,32,4.00,0.95,32,5.07,1.87,15,5.59,0.95,32,4.75,1.22,32,4.56,0.88,32,5.63,1.67,16,1.71,51.02,4,0.4,N
grappen,to joke,5.62,0.75,63,4.86,0.96,64,4.61,0.97,64,5.68,1.47,32,5.63,0.75,32,4.75,1.11,32,4.28,0.96,32,6.00,1.93,16,5.61,0.76,31,4.97,0.78,32,4.94,0.88,32,5.69,1.54,16,1.09,12.39,7,0.0,V
grappig,funny,6.06,0.64,64,5.00,0.91,64,4.81,1.11,64,5.32,1.47,32,6.06,0.67,32,4.81,1.12,32,4.56,1.29,32,5.63,2.16,16,6.06,0.62,32,5.19,0.59,32,5.06,0.84,32,5.38,1.31,16,2.11,128.45,7,0.0,A
gras,grass,4.84,0.86,64,3.06,1.30,64,3.42,1.35,64,3.87,1.34,32,4.84,0.81,32,3.19,1.28,32,3.47,1.44,32,4.56,2.00,16,4.84,0.92,32,2.94,1.32,32,3.38,1.29,32,3.56,1.21,16,1.27,18.75,4,0.0,N
gratis,free,5.89,1.03,64,3.81,1.50,64,4.39,1.24,64,6.10,1.54,32,5.75,1.14,32,4.38,1.29,32,4.09,1.28,32,5.94,2.32,16,6.03,0.90,32,3.25,1.50,32,4.69,1.15,32,6.63,1.15,16,1.66,45.37,6,0.0,A
grauw,gray,2.69,0.75,64,2.95,1.25,64,3.71,1.30,62,8.48,2.43,32,2.81,0.82,32,3.22,1.39,32,4.26,1.32,31,8.63,2.92,16,2.56,0.67,32,2.69,1.06,32,3.16,1.04,31,8.63,2.16,16,-0.30,0.50,5,0.9,A
graven,to dig,3.53,0.85,64,5.09,0.92,64,4.20,0.88,64,5.29,1.81,32,3.56,0.95,32,5.00,0.98,32,4.06,0.95,32,5.88,2.83,16,3.50,0.76,32,5.19,0.86,32,4.34,0.79,32,5.19,1.47,16,1.42,26.14,6,0.0,V
grazen,to graze,4.31,0.66,64,3.94,1.34,63,3.73,1.17,63,6.52,2.49,32,4.44,0.62,32,3.61,1.41,31,3.71,1.24,31,6.38,2.45,16,4.19,0.69,32,4.25,1.22,32,3.75,1.11,32,7.00,2.85,16,1.26,18.39,6,0.9,V
greep,grip,3.56,0.77,64,4.69,1.26,64,4.86,1.11,64,6.52,2.00,32,3.75,0.76,32,4.66,1.26,32,4.66,1.38,32,6.81,2.23,16,3.38,0.75,32,4.72,1.28,32,5.06,0.72,32,6.63,2.39,16,1.19,15.64,5,0.0,N
grendel,bolt,3.56,0.74,62,3.33,1.25,64,4.63,1.05,63,7.37,2.43,31,3.65,0.66,31,3.75,1.11,32,4.53,1.08,32,7.38,2.68,16,3.48,0.81,31,2.91,1.25,32,4.74,1.03,31,7.73,2.58,15,0.52,3.32,7,1.8,N
